"","region","year","不识字或识字很少（人）","中专程度（人）","农业机械总动力（万千瓦）","初中程度（人）","大专及大专以上（人）","小学程度（人）","旱地面积占比（%）","水田面积占比（%）","油料播种面积（千公顷）","瓜果类播种面积（千公顷）","蔬菜播种面积（千公顷）","高中程度（人）","露地圆白菜_主产品产量（千克）","露地圆白菜_人工成本（元）","露地圆白菜_土地成本（元）","露地圆白菜_平均出售价格（元）","露地圆白菜_物质与服务费用（元）","露地大白菜_主产品产量（千克）","露地大白菜_人工成本（元）","露地大白菜_土地成本（元）","露地大白菜_平均出售价格（元）","露地大白菜_物质与服务费用（元）","露地茄子_主产品产量（千克）","露地茄子_人工成本（元）","露地茄子_土地成本（元）","露地茄子_平均出售价格（元）","露地茄子_物质与服务费用（元）","露地菜椒_主产品产量（千克）","露地菜椒_人工成本（元）","露地菜椒_土地成本（元）","露地菜椒_平均出售价格（元）","露地菜椒_物质与服务费用（元）","露地菜花_主产品产量（千克）","露地菜花_人工成本（元）","露地菜花_土地成本（元）","露地菜花_平均出售价格（元）","露地菜花_物质与服务费用（元）","露地萝卜_主产品产量（千克）","露地萝卜_人工成本（元）","露地萝卜_土地成本（元）","露地萝卜_平均出售价格（元）","露地萝卜_物质与服务费用（元）","露地西红柿_主产品产量（千克）","露地西红柿_人工成本（元）","露地西红柿_土地成本（元）","露地西红柿_平均出售价格（元）","露地西红柿_物质与服务费用（元）","露地豆角_主产品产量（千克）","露地豆角_人工成本（元）","露地豆角_土地成本（元）","露地豆角_平均出售价格（元）","露地豆角_物质与服务费用（元）","露地马铃薯_主产品产量（千克）","露地马铃薯_人工成本（元）","露地马铃薯_土地成本（元）","露地马铃薯_平均出售价格（元）","露地马铃薯_物质与服务费用（元）","露地黄瓜_主产品产量（千克）","露地黄瓜_人工成本（元）","露地黄瓜_土地成本（元）","露地黄瓜_平均出售价格（元）","露地黄瓜_物质与服务费用（元）","农作物总播种面积（千公顷）","国有农场耕地面积（千公顷）","大豆播种面积（千公顷）","小麦播种面积（千公顷）","玉米播种面积（千公顷）","稻谷播种面积（千公顷）","耕地面积（万公顷）","中籼稻_主产品产量（千克）","中籼稻_人工成本（元）","中籼稻_土地成本（元）","中籼稻_平均出售价格（元）","中籼稻_总成本（元）","中籼稻_物质与服务费用（元）","大豆_主产品产量（千克）","大豆_人工成本（元）","大豆_土地成本（元）","大豆_平均出售价格（元）","大豆_总成本（元）","大豆_物质与服务费用（元）","小麦_主产品产量（千克）","小麦_人工成本（元）","小麦_土地成本（元）","小麦_平均出售价格（元）","小麦_总成本（元）","小麦_物质与服务费用（元）","早籼稻_主产品产量（千克）","早籼稻_人工成本（元）","早籼稻_土地成本（元）","早籼稻_平均出售价格（元）","早籼稻_总成本（元）","早籼稻_物质与服务费用（元）","晚籼稻_主产品产量（千克）","晚籼稻_人工成本（元）","晚籼稻_土地成本（元）","晚籼稻_平均出售价格（元）","晚籼稻_总成本（元）","晚籼稻_物质与服务费用（元）","玉米_主产品产量（千克）","玉米_人工成本（元）","玉米_土地成本（元）","玉米_平均出售价格（元）","玉米_总成本（元）","玉米_物质与服务费用（元）","粳稻_主产品产量（千克）","粳稻_人工成本（元）","粳稻_土地成本（元）","粳稻_平均出售价格（元）","粳稻_总成本（元）","粳稻_物质与服务费用（元）","油菜籽_主产品产量（千克）","油菜籽_人工成本（元）","油菜籽_土地成本（元）","油菜籽_平均出售价格（元）","油菜籽_物质与服务费用（元）","花生_主产品产量（千克）","花生_人工成本（元）","花生_土地成本（元）","花生_平均出售价格（元）","花生_物质与服务费用（元）","柑_主产品产量（千克）","柑_人工成本（元）","柑_土地成本（元）","柑_平均出售价格（元）","柑_物质与服务费用（元）","桔_主产品产量（千克）","桔_人工成本（元）","桔_土地成本（元）","桔_平均出售价格（元）","桔_物质与服务费用（元）","苹果_主产品产量（千克）","苹果_人工成本（元）","苹果_土地成本（元）","苹果_平均出售价格（元）","苹果_物质与服务费用（元）"
"112","Shandong",2001,5.71,2.83,3.9,52.68,0.59,24.44,NA,NA,1008.1,305.2,1850,13.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11266.1,10.3,395.4,3545.8,2505.2,173.6,NA,NA,NA,NA,NA,NA,NA,143.5,NA,NA,102.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.1,NA,NA,48.31,NA,NA,496.8,NA,NA,67.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.6,NA,NA,65.52,NA
"113","Shandong",2002,5.49,2.95,4.4,52.56,0.55,24.47,NA,NA,984.4,311.2,1970.9,13.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11047.8,10.2,322,3397.5,2530.1,155.3,NA,NA,NA,NA,NA,NA,NA,129.6,NA,NA,123.82,NA,NA,314.3,NA,NA,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.5,NA,NA,49.58,NA,NA,483.7,NA,NA,58.33,NA,NA,NA,NA,NA,NA,NA,227.3,NA,NA,138.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Shandong",2003,5.84,3.15,4.5,53.12,0.68,22.79,NA,NA,1013,332,2027.1,14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10885.3,10.2,285.7,3105.1,2405.9,112.6,NA,NA,NA,NA,NA,NA,NA,144.5,NA,NA,155.73,NA,NA,338.9,NA,NA,61.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.6,NA,NA,56.55,NA,NA,429.9,NA,NA,71.08,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,171.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071.5,NA,NA,54.75,NA
"115","Shandong",2004,5.88,3.38,4.5,53.5,0.94,21.51,NA,NA,944.8,299.6,1970.1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10638.6,10.3,241.2,2968.2,2455.1,124.4,NA,NA,NA,NA,NA,NA,NA,152.9,84.3,39.81,177.86,73.48,104.25,393.2,113.38,37.99,77.09,49.1,241.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.9,120.98,37.79,61.97,35.56,167.93,579.6,175.54,38.06,85.43,43.06,316.76,NA,NA,NA,NA,NA,255.4,189.88,57.97,172.49,293.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701.9,1027.24,80.79,78.77,1332.13
"116","Shandong",2005,5.43,3.91,5,56.14,1.25,18.2,NA,NA,899.8,292,1847.7,15.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10736.1,10.3,238.7,3278.7,2731.4,119.8,NA,NA,NA,NA,NA,NA,NA,149,92.26,35.48,142.6,72.83,92.54,388.8,119.88,34.48,69.13,52.15,258.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.7,138.81,33.89,58.29,40.09,188.61,494,213.08,35.52,91.8,56.75,336.41,NA,NA,NA,NA,NA,263.3,201.51,52.29,163.73,292.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2251.5,1064.45,93.93,95.41,1386.65
"117","Shandong",2006,5.5,4.07,5,56.29,1.46,17.57,NA,NA,793.6,267.8,1679,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10754.1,9.9,182.9,3556.6,2844.4,127.3,NA,NA,NA,NA,NA,NA,NA,157.4,94.98,36.11,141.23,70.03,93.43,399.8,123.57,36.47,72.66,53.57,277.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.7,138.28,35.34,68.36,41.73,200.79,559.4,196.61,41.13,88.7,52.49,373.49,NA,NA,NA,NA,NA,286.7,205.59,55.2,191.03,295.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585,1172.74,95.74,94.13,1461.4
"118","Shandong",2007,4.85,4.22,5.6,57.3,1.7,16.69,38,1.7,802,260.3,1704.7,15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10724.4,10.1,168.5,3519.1,2854.2,130.5,NA,NA,NA,NA,NA,NA,NA,154,106.61,56.12,231.81,82.53,97.61,383.6,137.44,53.31,80.31,61.35,290.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.9,153.16,53.23,81.09,43.07,205.28,572.8,224.04,63.79,88.7,55.42,380.74,NA,NA,NA,NA,NA,265,227.12,87.52,280.95,340.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2527.2,1320.4,120.39,143.36,1624.47
"119","Shandong",2008,4.6,4.4,5.6,56.2,2,16.4,38,1.7,812.5,258.2,1725.1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10764,9.8,167,3525.2,2874.2,130.7,NA,NA,NA,NA,NA,NA,NA,169.5,120.74,67.24,196.4,89.95,124.53,431.9,145.12,92.05,83.88,63.78,325.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.8,150.23,61.42,71.44,48.18,274.17,538.2,236.22,67.74,93.03,68.07,471.18,NA,NA,NA,NA,NA,276.7,240.75,89.93,173.62,454.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,1505.89,122.8,110.17,2079.17
"120","Shandong",2009,4.5,4.6,5.4,56.8,2.7,15.9,38,1.7,787.6,274.8,1756,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10778.4,10.1,161.2,3545.2,2917.3,134.6,NA,NA,NA,NA,NA,NA,NA,165.99,139.97,70.37,205.68,96.32,114.13,430.71,156.13,98.28,95.55,70.79,364.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.8,159.03,74.22,87.46,49.07,252.76,530.62,259.7,93.46,107.06,68.22,451.07,NA,NA,NA,NA,NA,283.13,265.49,96.31,254.07,409.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2678.34,1673.72,133.88,151.97,2036.79
"121","Shandong",2010,4.3,4.8,5.5,56,3,16.5,38,1.7,815.9,280.7,1770.8,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818.2,10.2,156.9,3561.9,2955.3,128.2,NA,NA,NA,NA,NA,NA,NA,159.96,171.43,88.01,247.49,115.6,117.25,410.55,183,105.5,102.32,77.76,358.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.09,187.14,90.71,96.41,59.36,263.45,525.01,296.5,124.62,136.88,77.8,490.85,NA,NA,NA,NA,NA,278.75,333.49,126.02,290.79,411.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2905.68,2043.34,166.36,227.82,2119.81
"122","Shandong",2011,3.5,3.8,5.6,57.5,3.4,18.7,38,1.7,806.7,273.4,1791.2,13,4364.5,628.16,259.32,45.77,783.32,4679.73,670.9,161.73,21.23,580.55,4830.75,1171.03,277,53.36,1140.71,3256.89,1689.78,234.95,64.36,1251.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4353.15,1850.2,237.38,75.57,1598.56,NA,NA,NA,NA,NA,1019.55,229.88,63.6,49.06,403.08,4712.76,1832.53,282.82,77.5,1273.94,10865.4,10.2,156.2,3593.5,2995.9,124.5,NA,NA,NA,NA,NA,NA,NA,166.34,221.36,102.38,235.46,133.1,126.5,435.19,221.84,125.33,106.1,85.88,411.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.81,241.48,112.74,111.17,71,337.5,553.08,335.61,178.35,141.38,91.39,541.98,NA,NA,NA,NA,NA,282.49,436.55,160.21,337.3,488.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513.21,2645.94,205.39,237.16,2282.51
"123","Shandong",2012,3.5,3.8,5.7,57.2,3.6,18.7,38,1.7,796,277.1,1806,13.2,4212.43,768.72,217.87,41.4,837.1,4742.62,908.18,167.83,20.69,641.94,4603.04,1691.06,278.71,73.27,1089.27,3301.28,2296.57,307.71,69.93,1348.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.33,2516.94,245.55,92.15,1535.79,NA,NA,NA,NA,NA,1359.92,458.42,93.14,53.09,344,4286.95,2671.59,291.97,92.36,1356.1,10867,12.3,146.4,3625.9,3018.1,123.9,NA,NA,NA,NA,NA,NA,NA,173.69,315.39,130.54,273.22,167.05,142.57,436.45,281.39,139.89,117.05,98.25,448.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.05,321.5,130.94,107.91,80.77,371.88,578.15,390.03,177.61,144.15,91.17,545.32,NA,NA,NA,NA,NA,309.98,582.28,191.98,348.77,535.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017.72,3650.56,220.7,192.87,2705.55
"124","Shandong",2013,NA,NA,5.8,NA,NA,NA,38,1.7,794.9,279.1,1832.9,NA,4499.53,864.64,213.18,40.08,753.29,4629.18,1106.87,217.38,42.59,677.16,4862.62,2041.18,328.15,76.59,1154.31,3435.69,2821.56,307.54,103.76,1451.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4895.22,3042.44,265.92,107.97,1606.51,NA,NA,NA,NA,NA,1045.03,405.82,93.11,98.29,407.97,4280.25,3269.6,329.1,120.29,1423.82,10976.4,13.7,145.9,3573.3,3060.7,123.1,763.4,NA,NA,NA,NA,NA,NA,170.96,369.24,138.24,264.19,188.2,145.37,429.08,359.07,148.18,123.58,111.58,462.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.55,390.41,140.05,108.28,94,382.33,573.37,821.1,185.29,152,126.76,521.94,NA,NA,NA,NA,NA,291.69,725.39,195.5,259.32,508.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2591.54,4210.39,238.18,202.83,2675.51
"125","Shandong",2014,NA,NA,6,NA,NA,NA,31,1.2,773.2,282,1862.4,NA,4676.28,932.28,223.36,18.08,750.61,4833.69,1199.51,226.2,27.14,641.89,4602.32,2196.68,329.97,42.15,1120.14,3289.92,3013.72,313.4,63.02,1483.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4823.76,3282,292.16,69.5,1553.38,NA,NA,NA,NA,NA,1185.54,424.45,103.79,62.04,394.47,4215.03,3594.65,263.86,82.4,1372.08,11037.9,14.6,149.5,3740.2,3126.5,122.4,NA,NA,NA,NA,NA,NA,NA,173.12,388,141.53,275.24,189.77,136.48,462.74,362.03,154.36,123.74,105.6,473.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.71,407.26,147.31,109.84,86.53,407.77,573.4,623.22,184.5,145.11,107.88,502.63,NA,NA,NA,NA,NA,311.32,777.34,205.33,295.1,519.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343.65,4309.02,253.26,311.38,2542.02
"126","Shandong",2015,NA,NA,5.7,NA,NA,NA,31.1,1.2,758.3,286.8,1888.6,NA,4626.25,935.21,252.42,48.19,801.64,4836.16,1359.85,244.63,27.42,678.59,5414.01,2384.71,368.32,55.11,1182.43,3199.27,3175.77,300,74.13,1763.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4862.83,3496.38,303.54,76.01,1649.13,NA,NA,NA,NA,NA,878.71,431.81,102.5,56.46,452.79,4331.68,3752.84,299.43,75.11,1494.23,11026.5,14.5,137.2,3799.8,3173.8,116.3,761.1,NA,NA,NA,NA,NA,NA,166.34,452.56,145.52,250.58,223.75,157.09,461.68,366.68,158.9,117.06,105.8,464.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.03,418.39,147.15,86.89,94.21,430.21,673.54,619.06,183.33,138.04,92.31,505.6,NA,NA,NA,NA,NA,291.64,800.85,212.47,276.81,529.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940.63,4727.13,259.48,185.02,2743.75
"127","Shandong",2016,NA,NA,4.9,NA,NA,NA,31,1.3,735.8,218.5,1454.3,NA,4579.21,1014.0612,253.6,29.54,796.76,4847.5,1438.4896,252.56,30.48,655.29,4364.49,2316.77,373.17,66.88,1152.65,4044.9,3379.6466,300,72.77,1723.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840.38,3038.9876,304.26,79.15,1608.15,NA,NA,NA,NA,NA,1290.77,476.7598,102.88,57.71,516.73,4127.24,3968.166,299.62,71.8,1457.09,11278.6,14,124.7,4068,4059.3,106.7,760.7,NA,NA,NA,NA,NA,NA,172.62,434.5132,148.05,257.9,212.16,160.82,446.11,377.677,160.21,121.36,111.14,466.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.9,395.7348,150.04,80.07,93.35,406.65,613.88,647.8184,182.18,132.33,104.57,523.25,NA,NA,NA,NA,NA,296.33,809.9106,213.4,296.73,536.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849.22,4682.773,267.07,171.48,2684.8
"128","Shandong",2017,NA,NA,5,NA,NA,NA,31,1.3,725.2,215,1462,NA,4581.05,1023.0045,225.06,30.15,743.28,4891.73,1444.811,228.32,26.36,653.77,4972.48,2403.0849,348.12,64.21,1192.67,3293.85,3411.6705,300,56.86,1712.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4748.57,3126.8868,303.41,78.18,1884.47,NA,NA,NA,NA,NA,1350.1,490.7055,107.7,45.75,548.88,4164.08,3995.6201,299.22,75.15,1474.56,11107.8,14.8,119.5,4083.9,4000.1,108.9,758.88,NA,NA,NA,NA,NA,NA,185.06,447.9921,154.84,246.11,207.65,177.73,457.06,375.4452,162.69,121.97,108.11,463.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.35,382.9604,151.08,81.36,87.57,407.9,651.56,582.5168,181.59,140.59,95.39,526.44,NA,NA,NA,NA,NA,306.65,795.9314,214.12,252.83,528.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623.64,4650.4167,261.69,188.08,2618.66
"129","Shandong",2018,NA,NA,3.9,NA,NA,NA,NA,NA,711.4,214.5,1479.6,NA,4098.32,977.71,231.62,30.09,646.28,5195.04,1397.84,235.01,36.04,676.03,3872.77,2376.32,396.79,62.19,1102.64,3559.15,3500.1,322.49,57.56,1742.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4564.79,3180.06,326.62,85.02,1855.5,NA,NA,NA,NA,NA,870.68,473.67,113.49,55.77,550.28,3861.56,4130.01,351.68,81.25,1423.33,11076.8,12.8,153.5,4058.6,3934.7,113.8,NA,NA,NA,NA,NA,NA,NA,174.86,448.9,163.61,233.31,220.89,173.76,421.51,363.15,169.9,119.29,117.29,470.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.43,387.24,164.41,88.84,94.39,408.28,632.6,533.75,210.02,127.76,95.98,522.43,NA,NA,NA,NA,NA,318.59,804.8,213.76,236.36,532.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2528.13,4690.69,259.93,261.63,2624.99
"130","Shandong",2019,NA,NA,3.3,NA,NA,NA,26.2,1.5,682.2,212,1464.2,NA,4955.15,921.76,229.62,13.36,624.11,5113.84,1393.14,229.24,21.87,708.73,4770.53,2391.51,355.5,43.41,1136.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140.58,3185.95,314.35,76.87,1846.95,NA,NA,NA,NA,NA,1579.95,493.85,156.87,51.46,657.73,3997.51,3843.74,296.52,82.45,1425.15,10933.1,13,183.5,4001.8,3846.5,115.6,646.19,NA,NA,NA,NA,NA,NA,152.54,378.38,171.19,238.47,246.69,222.47,492.47,366.35,175.07,114.3,102.36,480.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.96,372.03,166.5,90.37,95.6,416.64,655.47,599.43,320.66,121.61,111.53,594.85,NA,NA,NA,NA,NA,291.7,748.16,208.53,318.29,560.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868.03,4836.36,258.95,209.23,2817.27
"131","Shandong",2020,NA,NA,2.5,NA,NA,NA,NA,NA,666.4,211.5,1487.3,NA,4709.25,956.41,238.13,43.76,716.7,5325,1444.41,231.29,44.86,712.91,3584.08,2515.26,368.94,74.42,1425.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4867.58,3446.36,275.56,102.55,1948.33,NA,NA,NA,NA,NA,1741.01,499.87,151.41,57.32,716.34,3726.17,4033.37,440.63,102.13,1453.95,10889.1,5.7,188.7,3934.4,3871.1,112.5,NA,NA,NA,NA,NA,NA,NA,181.47,364.31,179.85,278.49,206.48,219.46,460.96,362.02,190.45,116.8,110.44,480.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.17,358.28,177.87,117.13,86.35,408.22,590.95,474.5,283.54,138.83,110.49,587.28,NA,NA,NA,NA,NA,291.17,812.62,211.06,317.91,568.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2843.64,5003.03,259.74,210.3,2659.89
"132","Shandong",2021,NA,NA,2.5,NA,NA,NA,NA,NA,646.8,208.7,1524.7,NA,4345.39,1001.2,271.91,36.16,768.74,4925.9,1447.07,234.36,72.19,758.3,3685.58,2550.79,384.39,82.88,1562.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4591.63,3544.35,270.48,89.62,2059.74,NA,NA,NA,NA,NA,1683.86,527.18,154.76,54.61,785.28,3788.64,3993.43,444.7,124.88,1609.76,10948.6,5.7,182.8,3994,3897,113,NA,NA,NA,NA,NA,NA,NA,168.95,424.67,209.34,308.55,241.35,196.73,516.92,362.64,190.16,126.18,99.94,493.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.08,424.84,178.51,126.79,99.81,415,542.82,456.95,300.92,129.89,125.07,655.71,NA,NA,NA,NA,NA,320.58,817.94,215.96,308.47,589.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558.38,4873.38,259.37,180.91,2398.53
"133","Shanxi",2000,3.22,1.64,2.5,60.2,0.18,25.66,NA,NA,417.1,49.2,242.1,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.4,7,272.5,893.2,793.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Shanxi",2001,3.12,2.02,2.5,60.17,0.32,24.74,NA,NA,309.9,41.8,247,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3672.3,7,216.5,820.6,837.8,5.1,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,98.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.9,NA,NA,45.36,NA,NA,429.8,NA,NA,72.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1824.3,NA,NA,40.01,NA
"135","Shanxi",2002,3.16,2.09,2.2,60.81,0.39,23.8,NA,NA,355.1,46.3,271,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900.5,6.7,245.6,798.1,891,3.5,NA,NA,NA,NA,NA,NA,NA,145.6,NA,NA,112.94,NA,NA,254,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.4,NA,NA,43.32,NA,NA,426.6,NA,NA,68.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443.7,NA,NA,44.3,NA
